budget_for,year,head_title,level_code,total_actuals,total_estimate_py,total_revised_py,total_estimate_cy,level_col,head_title_updated,level_num,min_level,ref_id,display_title,category,slug
police,2019-20,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__travel expenses,2055__0__109__1015__491__3,0.26530000000000004,0.35,0.35,0.385,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__travel expenses,6,6,2577,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Travel Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_travel_expenses
police,2020-21,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__travel expenses,2055__0__109__1015__491__3,0.3688,0.385,0.385,0.35810000000000003,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__travel expenses,6,6,2578,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Travel Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_travel_expenses
police,2021-22,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__travel expenses,2055__0__109__1015__491__3,0.2217,0.35810000000000003,0.35810000000000003,0.225,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__travel expenses,6,6,2579,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Travel Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_travel_expenses
police,2022-23,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__travel expenses,2055__0__109__1015__491__3,0.1557,0.225,0.225,0.2025,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__travel expenses,6,6,2580,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Travel Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_travel_expenses
police,2018-19,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__office expenses,2055__0__109__1015__491__4,0.107,0.1225,0.1225,0.5224,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__office expenses,6,6,2581,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Office Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_office_expenses
police,2019-20,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__office expenses,2055__0__109__1015__491__4,0.06480000000000001,0.5224,0.7393000000000001,0.8059000000000001,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__office expenses,6,6,2582,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Office Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_office_expenses
police,2020-21,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__office expenses,2055__0__109__1015__491__4,0.4238,0.8059000000000001,0.8059000000000001,0.9592,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__office expenses,6,6,2583,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Office Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_office_expenses
police,2021-22,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__office expenses,2055__0__109__1015__491__4,0.5488000000000001,0.9592,0.9892,0.6809000000000001,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__office expenses,6,6,2584,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Office Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_office_expenses
police,2022-23,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__office expenses,2055__0__109__1015__491__4,0.4507,0.6809000000000001,0.6809000000000001,0.6030000000000001,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__office expenses,6,6,2585,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Office Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_office_expenses
police,2018-19,"police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__rents, rates & taxes / royalty",2055__0__109__1015__491__6,0.0199,0.045,0.045,0.04,level_6,"police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__rents, rates & taxes / royalty",6,6,2586,"Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Rents, Rates & Taxes / Royalty",district police - checking of bangladeshi infiltration,"police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_rents,_rates_&_taxes_/_royalty"
police,2019-20,"police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__rents, rates & taxes / royalty",2055__0__109__1015__491__6,0.0182,0.04,0.04,0.0455,level_6,"police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__rents, rates & taxes / royalty",6,6,2587,"Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Rents, Rates & Taxes / Royalty",district police - checking of bangladeshi infiltration,"police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_rents,_rates_&_taxes_/_royalty"
police,2020-21,"police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__rents, rates & taxes / royalty",2055__0__109__1015__491__6,0.0305,0.0455,0.0455,0.0423,level_6,"police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__rents, rates & taxes / royalty",6,6,2588,"Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Rents, Rates & Taxes / Royalty",district police - checking of bangladeshi infiltration,"police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_rents,_rates_&_taxes_/_royalty"
police,2021-22,"police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__rents, rates & taxes / royalty",2055__0__109__1015__491__6,0.0159,0.0423,0.0479,0.02909999999999999,level_6,"police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__rents, rates & taxes / royalty",6,6,2589,"Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Rents, Rates & Taxes / Royalty",district police - checking of bangladeshi infiltration,"police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_rents,_rates_&_taxes_/_royalty"
police,2022-23,"police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__rents, rates & taxes / royalty",2055__0__109__1015__491__6,0.0152,0.02909999999999999,0.0491,0.0225,level_6,"police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__rents, rates & taxes / royalty",6,6,2590,"Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Rents, Rates & Taxes / Royalty",district police - checking of bangladeshi infiltration,"police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_rents,_rates_&_taxes_/_royalty"
police,2018-19,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__minor works,2055__0__109__1015__491__14,0,0.04,0.04,0.04,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__minor works,6,6,2591,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Minor Works,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_minor_works
police,2019-20,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__minor works,2055__0__109__1015__491__14,0,0.04,0.04,0.01,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__minor works,6,6,2592,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Minor Works,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_minor_works
police,2020-21,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__minor works,2055__0__109__1015__491__14,0,0.01,0.01,0.0093,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__minor works,6,6,2593,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Minor Works,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_minor_works
police,2021-22,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__minor works,2055__0__109__1015__491__14,0,0.0093,0.0093,0.0045,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__minor works,6,6,2594,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Minor Works,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_minor_works
police,2022-23,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__minor works,2055__0__109__1015__491__14,0,0.0045,0.0045,0,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__minor works,6,6,2595,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Minor Works,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_minor_works
police,2018-19,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__maintenance,2055__0__109__1015__491__17,0.053,0.075,0.075,0,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__maintenance,6,6,2596,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Maintenance,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_maintenance
police,2019-20,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__maintenance,2055__0__109__1015__491__17,0.03859999999999999,0,0,0.325,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__maintenance,6,6,2597,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Maintenance,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_maintenance
police,2020-21,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__maintenance,2055__0__109__1015__491__17,0,0.325,0.325,0.093,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__maintenance,6,6,2598,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Maintenance,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_maintenance
police,2021-22,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__maintenance,2055__0__109__1015__491__17,0,0.093,0.093,0.045,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__maintenance,6,6,2599,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Maintenance,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_maintenance
police,2022-23,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__maintenance,2055__0__109__1015__491__17,0.0464,0.045,0.045,0,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__maintenance,6,6,2600,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Maintenance,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_maintenance
police,2018-19,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__materials & supplies,2055__0__109__1015__491__19,0.1266,0.15,0.15,0.15,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__materials & supplies,6,6,2601,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Materials & Supplies,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_materials_&_supplies
police,2019-20,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__materials & supplies,2055__0__109__1015__491__19,0.0076,0.15,0.15,0.16,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__materials & supplies,6,6,2602,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Materials & Supplies,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_materials_&_supplies
police,2020-21,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__materials & supplies,2055__0__109__1015__491__19,0.0272,0.16,0.16,0.0558,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__materials & supplies,6,6,2603,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Materials & Supplies,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_materials_&_supplies
police,2021-22,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__materials & supplies,2055__0__109__1015__491__19,0,0.0558,0.0558,0.0135,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__materials & supplies,6,6,2604,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Materials & Supplies,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_materials_&_supplies
police,2022-23,police__null__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__materials & supplies,2055__0__109__1015__491__19,0,0.0135,0.0135,0.00409999999999999,level_6,police__district police__checking of bangladeshi infiltration__reimbursable from govt. of india__materials & supplies,6,6,2605,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Reimbursable From Govt. Of India -> Materials & Supplies,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_reimbursable_from_govt._of_india_materials_&_supplies
police,2018-19,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__salaries,2055__0__109__1015__901__1,24.233400000000003,67.46820000000001,76.6182,72.5881,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__salaries,6,6,2606,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Salaries,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_salaries
police,2019-20,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__salaries,2055__0__109__1015__901__1,31.4152,72.5881,72.5881,82.10889999999999,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__salaries,6,6,2607,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Salaries,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_salaries
police,2020-21,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__salaries,2055__0__109__1015__901__1,33.7113,82.10889999999999,82.21889999999999,40.7957,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__salaries,6,6,2608,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Salaries,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_salaries
police,2021-22,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__salaries,2055__0__109__1015__901__1,35.8603,40.7957,46.09570000000001,50.5035,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__salaries,6,6,2609,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Salaries,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_salaries
police,2022-23,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__salaries,2055__0__109__1015__901__1,36.6243,50.5035,50.5035,0,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__salaries,6,6,2610,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Salaries,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_salaries
police,2018-19,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__travel expenses,2055__0__109__1015__901__3,0.1929,0.285,0.285,0.3135,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__travel expenses,6,6,2611,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Travel Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_travel_expenses
police,2019-20,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__travel expenses,2055__0__109__1015__901__3,0.2062,0.3135,0.3135,0.32,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__travel expenses,6,6,2612,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Travel Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_travel_expenses
police,2020-21,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__travel expenses,2055__0__109__1015__901__3,0.2785,0.32,0.32,0.29760000000000003,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__travel expenses,6,6,2613,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Travel Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_travel_expenses
police,2021-22,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__travel expenses,2055__0__109__1015__901__3,0.235,0.29760000000000003,0.29760000000000003,0.225,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__travel expenses,6,6,2614,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Travel Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_travel_expenses
police,2022-23,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__travel expenses,2055__0__109__1015__901__3,0.1876,0.225,0.225,0,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__travel expenses,6,6,2615,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Travel Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_travel_expenses
police,2018-19,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__office expenses,2055__0__109__1015__901__4,0.1165,0.1502,0.1502,0.188,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__office expenses,6,6,2616,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Office Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_office_expenses
police,2019-20,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__office expenses,2055__0__109__1015__901__4,0.0581,0.188,0.293,0.3161,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__office expenses,6,6,2617,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Office Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_office_expenses
police,2020-21,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__office expenses,2055__0__109__1015__901__4,0.2095,0.3161,0.3161,0.5347000000000001,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__office expenses,6,6,2618,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Office Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_office_expenses
police,2021-22,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__office expenses,2055__0__109__1015__901__4,0.1974,0.5347000000000001,0.5547000000000001,0.3246,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__office expenses,6,6,2619,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Office Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_office_expenses
police,2022-23,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__office expenses,2055__0__109__1015__901__4,0.0925,0.3246,0.3246,0,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__office expenses,6,6,2620,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Office Expenses,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_office_expenses
police,2018-19,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__secret service expenditure,2055__0__109__1015__901__12,0.0209,0.03,0.03,0.033,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__secret service expenditure,6,6,2621,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Secret Service Expenditure,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_secret_service_expenditure
police,2019-20,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__secret service expenditure,2055__0__109__1015__901__12,0.03,0.033,0.033,0.036,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__secret service expenditure,6,6,2622,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Secret Service Expenditure,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_secret_service_expenditure
police,2020-21,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__secret service expenditure,2055__0__109__1015__901__12,0.033,0.036,0.036,0.0335,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__secret service expenditure,6,6,2623,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Secret Service Expenditure,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_secret_service_expenditure
police,2021-22,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__secret service expenditure,2055__0__109__1015__901__12,0.036,0.0335,0.0335,0.0302,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__secret service expenditure,6,6,2624,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Secret Service Expenditure,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_secret_service_expenditure
police,2022-23,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__secret service expenditure,2055__0__109__1015__901__12,0.0335,0.0302,0.0302,0,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__secret service expenditure,6,6,2625,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Secret Service Expenditure,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_secret_service_expenditure
police,2018-19,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__minor works,2055__0__109__1015__901__14,0,0.033,0.033,0.0363,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__minor works,6,6,2626,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Minor Works,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_minor_works
police,2019-20,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__minor works,2055__0__109__1015__901__14,0,0.0363,0.0363,0.0363,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__minor works,6,6,2627,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Minor Works,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_minor_works
police,2020-21,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__minor works,2055__0__109__1015__901__14,0.7917000000000001,0.0363,0.0363,0.093,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__minor works,6,6,2628,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Minor Works,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_minor_works
police,2021-22,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__minor works,2055__0__109__1015__901__14,0,0.093,0.093,0.045,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__minor works,6,6,2629,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Minor Works,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_minor_works
police,2022-23,police__null__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__minor works,2055__0__109__1015__901__14,0,0.045,0.045,0,level_6,police__district police__checking of bangladeshi infiltration__checking of bangladeshi infiltration__minor works,6,6,2630,Police -> District Police -> Checking Of Bangladeshi Infiltration -> Checking Of Bangladeshi Infiltration -> Minor Works,district police - checking of bangladeshi infiltration,police_district_police_checking_of_bangladeshi_infiltration_checking_of_bangladeshi_infiltration_minor_works
police,2018-19,police__null__district police__general security related expenditure__deployment of central and other police force__minor works,2055__0__109__3191__641__14,0,0.011,0.011,0.0121,level_6,police__district police__general security related expenditure__deployment of central and other police force__minor works,6,6,2631,Police -> District Police -> General Security Related Expenditure -> Deployment Of Central And Other Police Force -> Minor Works,district police - general security related expenditure,police_district_police_general_security_related_expenditure_deployment_of_central_and_other_police_force_minor_works
police,2019-20,police__null__district police__general security related expenditure__deployment of central and other police force__minor works,2055__0__109__3191__641__14,0,0.0121,0.0121,0.2948,level_6,police__district police__general security related expenditure__deployment of central and other police force__minor works,6,6,2632,Police -> District Police -> General Security Related Expenditure -> Deployment Of Central And Other Police Force -> Minor Works,district police - general security related expenditure,police_district_police_general_security_related_expenditure_deployment_of_central_and_other_police_force_minor_works
