budget_for,year,head_title,level_code,total_actuals,total_estimate_py,total_revised_py,total_estimate_cy,level_col
jails,2019-20,jails__null__jails__district jails__movement of prisons__travel expenses,2056__0__101__486__600__3,0.52,1.04,1.04,1.04,level_6
jails,2020-21,jails__null__jails__district jails__movement of prisons__travel expenses,2056__0__101__486__600__3,0.46,1.04,1.04,0.97,level_6
jails,2021-22,jails__null__jails__district jails__movement of prisons__travel expenses,2056__0__101__486__600__3,0.41,0.97,0.97,0.45,level_6
jails,2018-19,jails__null__jails__district jails__movement of prisons__office expenses,2056__0__101__486__600__4,0,3.5,3.5,3.7,level_6
jails,2019-20,jails__null__jails__district jails__movement of prisons__office expenses,2056__0__101__486__600__4,1.06,3.7,3.7,3.7,level_6
jails,2020-21,jails__null__jails__district jails__movement of prisons__office expenses,2056__0__101__486__600__4,0.48,3.7,3.7,3.4699999999999998,level_6
jails,2021-22,jails__null__jails__district jails__movement of prisons__office expenses,2056__0__101__486__600__4,0.85,3.4699999999999998,3.4699999999999998,2.98,level_6
jails,2018-19,jails__null__jails__district jails__movement of prisons__minor works,2056__0__101__486__600__14,0,10,10,11,level_6
jails,2019-20,jails__null__jails__district jails__movement of prisons__minor works,2056__0__101__486__600__14,0,11,11,12.1,level_6
jails,2020-21,jails__null__jails__district jails__movement of prisons__minor works,2056__0__101__486__600__14,1.99,12.1,12.1,13.02,level_6
jails,2021-22,jails__null__jails__district jails__movement of prisons__minor works,2056__0__101__486__600__14,12.06,13.02,13.02,11.7,level_6
jails,2018-19,jails__null__jails__district jails__movement of prisons__maintenance,2056__0__101__486__600__17,0,2,2,3,level_6
jails,2019-20,jails__null__jails__district jails__movement of prisons__maintenance,2056__0__101__486__600__17,0.98,3,3,3.3,level_6
jails,2020-21,jails__null__jails__district jails__movement of prisons__maintenance,2056__0__101__486__600__17,3,3.3,3.3,3.07,level_6
jails,2021-22,jails__null__jails__district jails__movement of prisons__maintenance,2056__0__101__486__600__17,2.74,3.07,3.07,4.5,level_6
jails,2018-19,jails__null__jails__district jails__movement of prisons__materials & supplies,2056__0__101__486__600__19,0,15,35,21.3,level_6
jails,2019-20,jails__null__jails__district jails__movement of prisons__materials & supplies,2056__0__101__486__600__19,34.38,21.3,21.3,17.81,level_6
jails,2020-21,jails__null__jails__district jails__movement of prisons__materials & supplies,2056__0__101__486__600__19,15.04,17.81,17.81,18.05,level_6
jails,2021-22,jails__null__jails__district jails__movement of prisons__materials & supplies,2056__0__101__486__600__19,16.75,18.05,18.05,17.849999999999998,level_6
jails,2018-19,"jails__null__jails__district jails__movement of prisons__rents, rates & taxes / royalty",2056__0__101__486__600__6,0,0.3,0.3,0.3,level_6
jails,2019-20,"jails__null__jails__district jails__movement of prisons__rents, rates & taxes / royalty",2056__0__101__486__600__6,0,0.3,0.3,0.3,level_6
jails,2020-21,"jails__null__jails__district jails__movement of prisons__rents, rates & taxes / royalty",2056__0__101__486__600__6,0,0.3,0.3,0.28,level_6
jails,2021-22,"jails__null__jails__district jails__movement of prisons__rents, rates & taxes / royalty",2056__0__101__486__600__6,0,0.28,0.28,0.25,level_6
jails,2018-19,jails__null__direction and administration__head quarters establishment__null__other charges,2056__0__1__172__0__26,0,26,26,26.5,level_6
jails,2019-20,jails__null__direction and administration__head quarters establishment__null__other charges,2056__0__1__172__0__26,6,26.5,50.5,337,level_6
jails,2020-21,jails__null__direction and administration__head quarters establishment__null__other charges,2056__0__1__172__0__26,35,337,337,73.01,level_6
jails,2021-22,jails__null__direction and administration__head quarters establishment__null__other charges,2056__0__1__172__0__26,8,73.01,73.01,11.8,level_6
jails,2018-19,jails__null__jail manufacturers__null__null__materials & supplies,2056__0__102__0__0__19,23.1,40,40,44,level_6
jails,2019-20,jails__null__jail manufacturers__null__null__materials & supplies,2056__0__102__0__0__19,21.67,44,44,48.4,level_6
jails,2020-21,jails__null__jail manufacturers__null__null__materials & supplies,2056__0__102__0__0__19,15.42,48.4,48.4,18.6,level_6
jails,2021-22,jails__null__jail manufacturers__null__null__materials & supplies,2056__0__102__0__0__19,26.91,18.6,18.6,135,level_6
jails,2018-19,"jails__null__other expenditure__open air jails__null__rents, rates & taxes / royalty",2056__0__800__489__0__6,0,0.1,0.1,0.1,level_6
jails,2019-20,"jails__null__other expenditure__open air jails__null__rents, rates & taxes / royalty",2056__0__800__489__0__6,0,0.1,0.1,0.1,level_6
jails,2020-21,"jails__null__other expenditure__open air jails__null__rents, rates & taxes / royalty",2056__0__800__489__0__6,0,0.1,0.1,0.09,level_6
jails,2021-22,"jails__null__other expenditure__open air jails__null__rents, rates & taxes / royalty",2056__0__800__489__0__6,0,0.09,0.09,0.09,level_6
jails,2018-19,jails__null__other expenditure__open air jails__null__machinery and equipment / tools & plants,2056__0__800__489__0__15,0,1,1,1,level_6
jails,2019-20,jails__null__other expenditure__open air jails__null__machinery and equipment / tools & plants,2056__0__800__489__0__15,0,1,1,12,level_6
jails,2020-21,jails__null__other expenditure__open air jails__null__machinery and equipment / tools & plants,2056__0__800__489__0__15,0,12,12,0.01,level_6
jails,2021-22,jails__null__other expenditure__open air jails__null__machinery and equipment / tools & plants,2056__0__800__489__0__15,0.28,0.01,0.01,0.01,level_6
jails,2018-19,jails__null__other expenditure__open air jails__null__materials & supplies,2056__0__800__489__0__19,3.48,6.56,10.04,9.1,level_6
jails,2019-20,jails__null__other expenditure__open air jails__null__materials & supplies,2056__0__800__489__0__19,7.17,9.1,9.1,7.5,level_6
jails,2020-21,jails__null__other expenditure__open air jails__null__materials & supplies,2056__0__800__489__0__19,4.46,7.5,7.5,6.99,level_6
jails,2021-22,jails__null__other expenditure__open air jails__null__materials & supplies,2056__0__800__489__0__19,4.21,6.99,6.99,6.75,level_6
jails,2018-19,jails__null__jail manufacturers__null__null__machinery and equipment / tools & plants,2056__0__102__0__0__15,0,5,5,5.5,level_6
jails,2019-20,jails__null__jail manufacturers__null__null__machinery and equipment / tools & plants,2056__0__102__0__0__15,0,5.5,5.5,5.5,level_6
jails,2020-21,jails__null__jail manufacturers__null__null__machinery and equipment / tools & plants,2056__0__102__0__0__15,0,5.5,5.5,5.12,level_6
jails,2021-22,jails__null__jail manufacturers__null__null__machinery and equipment / tools & plants,2056__0__102__0__0__15,0,5.12,5.12,0.01,level_6
jails,2018-19,jails__null__jails__changes for police custody__movement of prisons__other charges,2056__0__101__487__600__26,355.32,309.5,309.5,460.4,level_6
jails,2019-20,jails__null__jails__changes for police custody__movement of prisons__other charges,2056__0__101__487__600__26,308.77,460.4,823.9,825.2,level_6
jails,2020-21,jails__null__jails__changes for police custody__movement of prisons__other charges,2056__0__101__487__600__26,812.82,825.2,825.2,769.63,level_6
jails,2021-22,jails__null__jails__changes for police custody__movement of prisons__other charges,2056__0__101__487__600__26,502.15999999999997,769.63,769.63,289.63,level_6
jails,2018-19,jails__null__direction and administration__head quarters establishment__null__wages,2056__0__1__172__0__2,0.78,0.78,0.78,1.08,level_6
jails,2019-20,jails__null__direction and administration__head quarters establishment__null__wages,2056__0__1__172__0__2,0.52,1.08,1.08,4.32,level_6
jails,2020-21,jails__null__direction and administration__head quarters establishment__null__wages,2056__0__1__172__0__2,1.08,4.32,4.32,4.01,level_6
jails,2021-22,jails__null__direction and administration__head quarters establishment__null__wages,2056__0__1__172__0__2,4.2,4.01,4.01,4.32,level_6
jails,2018-19,jails__null__jails__district jails__null__wages,2056__0__101__486__0__2,456.54,530.01,530.01,578.34,level_6
jails,2019-20,jails__null__jails__district jails__null__wages,2056__0__101__486__0__2,454.8,578.34,578.34,583.84,level_6
jails,2020-21,jails__null__jails__district jails__null__wages,2056__0__101__486__0__2,441.24,583.84,583.84,542.96,level_6
jails,2021-22,jails__null__jails__district jails__null__wages,2056__0__101__486__0__2,410.53999999999996,542.96,542.96,597.25,level_6
jails,2018-19,jails__null__jail manufacturers__null__null__wages,2056__0__102__0__0__2,11.75,17,17,18.7,level_6
jails,2019-20,jails__null__jail manufacturers__null__null__wages,2056__0__102__0__0__2,30.76,18.7,18.7,25,level_6
jails,2020-21,jails__null__jail manufacturers__null__null__wages,2056__0__102__0__0__2,15.86,25,25,25.11,level_6
jails,2021-22,jails__null__jail manufacturers__null__null__wages,2056__0__102__0__0__2,20.16,25.11,25.11,25.11,level_6
jails,2018-19,jails__null__other expenditure__open air jails__null__wages,2056__0__800__489__0__2,5.25,5.5,5.5,6,level_6
jails,2019-20,jails__null__other expenditure__open air jails__null__wages,2056__0__800__489__0__2,8.29,6,6,6.6,level_6
jails,2020-21,jails__null__other expenditure__open air jails__null__wages,2056__0__800__489__0__2,4.57,6.6,6.6,6.14,level_6
jails,2021-22,jails__null__other expenditure__open air jails__null__wages,2056__0__800__489__0__2,5.46,6.14,6.14,6.75,level_6
jails,2018-19,jails__null__jails__district jails__movement of prisons__wages,2056__0__101__486__600__2,0,1.5,1.5,1.65,level_6
jails,2019-20,jails__null__jails__district jails__movement of prisons__wages,2056__0__101__486__600__2,1.5,1.65,1.65,1.65,level_6
jails,2020-21,jails__null__jails__district jails__movement of prisons__wages,2056__0__101__486__600__2,1.24,1.65,1.65,1.67,level_6
jails,2021-22,jails__null__jails__district jails__movement of prisons__wages,2056__0__101__486__600__2,1.65,1.67,1.67,1.84,level_6
jails,2018-19,jails__null__direction and administration__head quarters establishment__null__machinery and equipment / tools & plants,2056__0__1__172__0__15,0,110,110,300,level_6
jails,2019-20,jails__null__direction and administration__head quarters establishment__null__machinery and equipment / tools & plants,2056__0__1__172__0__15,0,300,300,300,level_6
jails,2020-21,jails__null__direction and administration__head quarters establishment__null__machinery and equipment / tools & plants,2056__0__1__172__0__15,114.34,300,300,4.65,level_6
jails,2021-22,jails__null__direction and administration__head quarters establishment__null__machinery and equipment / tools & plants,2056__0__1__172__0__15,0,4.65,32.43,90,level_6
jails,2018-19,jails__null__direction and administration__head quarters establishment__null__grants-in-aid general (non-salary),2056__0__1__172__0__32,0,25,25,33.2,level_6
jails,2019-20,jails__null__direction and administration__head quarters establishment__null__grants-in-aid general (non-salary),2056__0__1__172__0__32,9.7,33.2,33.2,40.1,level_6
jails,2020-21,jails__null__direction and administration__head quarters establishment__null__grants-in-aid general (non-salary),2056__0__1__172__0__32,23.2,40.1,40.1,40.1,level_6
jails,2021-22,jails__null__direction and administration__head quarters establishment__null__grants-in-aid general (non-salary),2056__0__1__172__0__32,22.3,40.1,40.1,10,level_6
jails,2018-19,jails__null__jails__district jails__movement of prisons__purchase of motor vehicles,2056__0__101__486__600__16,0,0,0,0.01,level_6
jails,2019-20,jails__null__jails__district jails__movement of prisons__purchase of motor vehicles,2056__0__101__486__600__16,0,0.01,0.01,0.01,level_6
jails,2020-21,jails__null__jails__district jails__movement of prisons__purchase of motor vehicles,2056__0__101__486__600__16,0,0.01,4.51,6.98,level_6
jails,2021-22,jails__null__jails__district jails__movement of prisons__purchase of motor vehicles,2056__0__101__486__600__16,4.35,6.98,8,0,level_6
jails,2018-19,capital outlay on public works__office buildings__construction - general pool accommodation__jails__modernisation of prison administration__major works,4059__1__101__1484__485__13,0,32.53,32.53,38,level_6
jails,2019-20,capital outlay on public works__office buildings__construction - general pool accommodation__jails__modernisation of prison administration__major works,4059__1__101__1484__485__13,16.56,38,38,21.14,level_6
jails,2020-21,capital outlay on public works__office buildings__construction - general pool accommodation__jails__modernisation of prison administration__major works,4059__1__101__1484__485__13,0,21.14,21.14,10.08,level_6
jails,2021-22,capital outlay on public works__office buildings__construction - general pool accommodation__jails__modernisation of prison administration__major works,4059__1__101__1484__485__13,10.54,10.08,10.08,0,level_6
jails,2018-19,capital outlay on public works__office buildings__construction - general pool accommodation__jails__genl. security related expenditure__major works,4059__1__101__1484__486__13,0,128.81,128.81,217.15,level_6
jails,2019-20,capital outlay on public works__office buildings__construction - general pool accommodation__jails__genl. security related expenditure__major works,4059__1__101__1484__486__13,0,217.15,217.15,200,level_6
jails,2020-21,capital outlay on public works__office buildings__construction - general pool accommodation__jails__genl. security related expenditure__major works,4059__1__101__1484__486__13,142.68,200,200,141.28,level_6
jails,2021-22,capital outlay on public works__office buildings__construction - general pool accommodation__jails__genl. security related expenditure__major works,4059__1__101__1484__486__13,102.59,141.28,141.28,0,level_6
jails,2018-19,"capital outlay on public works__office buildings__construction - general pool accommodation__jails__works (construction of 11 numbers of staff quarters & expenses on construction of prisoners barrack, kitchen, dining room, latrine, master drain, etc.)__major works",4059__1__101__1484__770__13,0,495,495,1380.94,level_6
