budget_for,year,head_title,level_code,total_actuals,total_estimate_py,total_revised_py,total_estimate_cy,level_col
police,2020-21,police__null__district police__district police proper,2055__0__109__145,116780.72,169904.96,172074.96,129214.68,level_4
police,2021-22,police__null__district police__district police proper,2055__0__109__145,119387.5,129214.68,142031.91999999998,157726.09,level_4
police,2018-19,police__null__district police__women police,2055__0__109__256,812.2199999999999,1157.6,1513.1,1360.3799999999999,level_4
police,2019-20,police__null__district police__women police,2055__0__109__256,1045.6100000000001,1360.3799999999999,1471.3799999999999,1653.68,level_4
police,2020-21,police__null__district police__women police,2055__0__109__256,1110.39,1653.68,1723.68,1313.1899999999998,level_4
police,2021-22,police__null__district police__women police,2055__0__109__256,1160.74,1313.1899999999998,1363.1899999999998,1656.15,level_4
police,2018-19,police__null__district police__home guard,2055__0__109__281,9147.79,11150.6,11150.6,12096,level_4
police,2019-20,police__null__district police__home guard,2055__0__109__281,9128.45,12096,12356.53,13103.87,level_4
police,2020-21,police__null__district police__home guard,2055__0__109__281,10684.82,13103.87,13364.4,15957.7,level_4
police,2021-22,police__null__district police__home guard,2055__0__109__281,11489.27,15957.7,18007.7,17923.62,level_4
police,2018-19,police__null__district police__implementation of police commission recommendation,2055__0__109__448,170.54,213.35000000000002,248.35000000000002,231.92,level_4
police,2019-20,police__null__district police__implementation of police commission recommendation,2055__0__109__448,205.94,231.92,231.92,305,level_4
police,2020-21,police__null__district police__implementation of police commission recommendation,2055__0__109__448,199.91,305,305,236.95,level_4
police,2021-22,police__null__district police__implementation of police commission recommendation,2055__0__109__448,197.72,236.95,236.95,234.58,level_4
police,2018-19,police__null__district police__new police stations & outposts,2055__0__109__449,1416.83,1930.14,2687.24,2959.87,level_4
police,2019-20,police__null__district police__new police stations & outposts,2055__0__109__449,1756.24,2959.87,3059.87,3476.51,level_4
police,2020-21,police__null__district police__new police stations & outposts,2055__0__109__449,2319.29,3476.51,3486.51,2752.58,level_4
police,2021-22,police__null__district police__new police stations & outposts,2055__0__109__449,2444.65,2752.58,2752.58,3188.79,level_4
police,2018-19,police__null__district police__re-organisation of prosecution staff,2055__0__109__450,39.77,59.28,59.28,88.23,level_4
police,2019-20,police__null__district police__re-organisation of prosecution staff,2055__0__109__450,45.35,88.23,88.23,67.36,level_4
police,2020-21,police__null__district police__re-organisation of prosecution staff,2055__0__109__450,46.22,67.36,76.86,46.79,level_4
police,2021-22,police__null__district police__re-organisation of prosecution staff,2055__0__109__450,39.64,46.79,56.79,56.22,level_4
police,2018-19,police__null__district police__explosive magazine guards,2055__0__109__451,99.26,228.83,230.83,221,level_4
police,2019-20,police__null__district police__explosive magazine guards,2055__0__109__451,141.92,221,223,252.92,level_4
police,2020-21,police__null__district police__explosive magazine guards,2055__0__109__451,160.27,252.92,280.92,171.09,level_4
police,2021-22,police__null__district police__explosive magazine guards,2055__0__109__451,163.03,171.09,201.09,227.98,level_4
police,2018-19,police__null__district police__liquor prohibition staff,2055__0__109__452,341.97,519.94,577.44,667.04,level_4
police,2019-20,police__null__district police__liquor prohibition staff,2055__0__109__452,427.9,667.04,668.04,737.84,level_4
police,2020-21,police__null__district police__liquor prohibition staff,2055__0__109__452,464.03,737.84,747.94,531.96,level_4
police,2021-22,police__null__district police__liquor prohibition staff,2055__0__109__452,469,531.96,561.96,623.03,level_4
police,2018-19,police__null__district police__river police,2055__0__109__454,1640.1699999999998,5673.13,5687.13,3470.46,level_4
police,2019-20,police__null__district police__river police,2055__0__109__454,2093.44,3470.46,3489.79,4158.53,level_4
police,2020-21,police__null__district police__river police,2055__0__109__454,2271.46,4158.53,4158.89,2798.5299999999997,level_4
police,2021-22,police__null__district police__river police,2055__0__109__454,2466.2200000000003,2798.5299999999997,2961.18,3391.78,level_4
police,2018-19,police__null__district police__bhutan & arunachal border,2055__0__109__456,429.7,904.8100000000001,904.8100000000001,717.35,level_4
police,2019-20,police__null__district police__bhutan & arunachal border,2055__0__109__456,589.61,717.35,753.55,845.38,level_4
police,2020-21,police__null__district police__bhutan & arunachal border,2055__0__109__456,622.39,845.38,845.38,731.92,level_4
police,2021-22,police__null__district police__bhutan & arunachal border,2055__0__109__456,652.22,731.92,731.92,757.54,level_4
police,2018-19,police__null__district police__establishment of watch post schemes,2055__0__109__457,4376.25,6019.35,6095.35,9955.18,level_4
police,2019-20,police__null__district police__establishment of watch post schemes,2055__0__109__457,5558.39,9955.18,10005.18,9027.05,level_4
police,2020-21,police__null__district police__establishment of watch post schemes,2055__0__109__457,5983.02,9027.05,9109.55,6928.86,level_4
police,2021-22,police__null__district police__establishment of watch post schemes,2055__0__109__457,6118.33,6928.86,7157.86,8186.86,level_4
police,2018-19,"police__null__district police__thumb, finger & photo.schemes",2055__0__109__458,39.72,101.67999999999999,102.67999999999999,306.17,level_4
police,2019-20,"police__null__district police__thumb, finger & photo.schemes",2055__0__109__458,58.55,306.17,327.17,178.22,level_4
police,2020-21,"police__null__district police__thumb, finger & photo.schemes",2055__0__109__458,65.47,178.22,197.72,130.44,level_4
police,2021-22,"police__null__district police__thumb, finger & photo.schemes",2055__0__109__458,65.9,130.44,160.44,144.51000000000002,level_4
police,2018-19,"police__null__district police__police, passport & visa system",2055__0__109__459,163.53,231.18,313.68,715.54,level_4
police,2019-20,"police__null__district police__police, passport & visa system",2055__0__109__459,245.54,715.54,736.54,345.92,level_4
police,2020-21,"police__null__district police__police, passport & visa system",2055__0__109__459,249.45,345.92,346.92,321.54,level_4
police,2021-22,"police__null__district police__police, passport & visa system",2055__0__109__459,240.99,321.54,361.54,315.69,level_4
police,2018-19,police__null__district police__guards for s.s.b. zonal office,2055__0__109__460,56.17,193.15,193.15,164.68,level_4
police,2019-20,police__null__district police__guards for s.s.b. zonal office,2055__0__109__460,81,164.68,165.18,181.41,level_4
police,2020-21,police__null__district police__guards for s.s.b. zonal office,2055__0__109__460,89.52,181.41,181.41,105.46,level_4
police,2021-22,police__null__district police__guards for s.s.b. zonal office,2055__0__109__460,92.29,105.46,105.46,113.9,level_4
police,2018-19,police__null__district police__guards for a.i.r,2055__0__109__461,81.88,164.96,213.46,227.2,level_4
police,2019-20,police__null__district police__guards for a.i.r,2055__0__109__461,113.94,227.2,229.2,253.65,level_4
police,2020-21,police__null__district police__guards for a.i.r,2055__0__109__461,125.95,253.65,253.75,147.75,level_4
police,2021-22,police__null__district police__guards for a.i.r,2055__0__109__461,133.17,147.75,167.75,159.57,level_4
police,2018-19,police__null__district police__guards for brahmaputra bridge,2055__0__109__462,67.68,75.62,75.62,125.44,level_4
police,2019-20,police__null__district police__guards for brahmaputra bridge,2055__0__109__462,83.6,125.44,125.94,103.72,level_4
police,2020-21,police__null__district police__guards for brahmaputra bridge,2055__0__109__462,90.12,103.72,141.82,88.78,level_4
police,2021-22,police__null__district police__guards for brahmaputra bridge,2055__0__109__462,85.87,88.78,128.78,101.29,level_4
police,2018-19,police__null__district police__guards for rbi guwahati,2055__0__109__463,39.85,40.05,42.05,93.33,level_4
police,2019-20,police__null__district police__guards for rbi guwahati,2055__0__109__463,65.2,93.33,94.33,83.44,level_4
police,2020-21,police__null__district police__guards for rbi guwahati,2055__0__109__463,75.38,83.44,88.14,93.76,level_4
police,2021-22,police__null__district police__guards for rbi guwahati,2055__0__109__463,82.13,93.76,98.76,106.66,level_4
police,2018-19,police__null__district police__police guards for sbi branch,2055__0__109__464,675,1205.52,1427.02,1349.98,level_4
police,2019-20,police__null__district police__police guards for sbi branch,2055__0__109__464,818.56,1349.98,1349.98,1553.6299999999999,level_4
police,2020-21,police__null__district police__police guards for sbi branch,2055__0__109__464,826.66,1553.6299999999999,1553.6299999999999,971.47,level_4
police,2021-22,police__null__district police__police guards for sbi branch,2055__0__109__464,854.34,971.47,1001.47,1108.59,level_4
police,2018-19,police__null__district police__police guards for civil aerodromes,2055__0__109__465,279.05,766.02,791.02,648.78,level_4
police,2019-20,police__null__district police__police guards for civil aerodromes,2055__0__109__465,382.08,648.78,648.78,748.98,level_4
police,2020-21,police__null__district police__police guards for civil aerodromes,2055__0__109__465,399.18,748.98,760.48,449.06,level_4
police,2021-22,police__null__district police__police guards for civil aerodromes,2055__0__109__465,403.09,449.06,489.06,544.38,level_4
police,2018-19,"police__null__district police__police guard for aoc, digboi",2055__0__109__467,22.26,41.37,41.87,66.67,level_4
police,2019-20,"police__null__district police__police guard for aoc, digboi",2055__0__109__467,30.7,66.67,66.67,39.89,level_4
police,2020-21,"police__null__district police__police guard for aoc, digboi",2055__0__109__467,33.91,39.89,44.99,40.3,level_4
police,2021-22,"police__null__district police__police guard for aoc, digboi",2055__0__109__467,35.52,40.3,45.3,44.85,level_4
police,2018-19,police__null__district police__police guards for assam gas based power projects,2055__0__109__468,226.79,324.95,355.95,399.58,level_4
police,2019-20,police__null__district police__police guards for assam gas based power projects,2055__0__109__468,275.3,399.58,727.58,509.9,level_4
police,2020-21,police__null__district police__police guards for assam gas based power projects,2055__0__109__468,253.7,509.9,509.9,273.48,level_4
police,2021-22,police__null__district police__police guards for assam gas based power projects,2055__0__109__468,212.36,273.48,288.48,311.56,level_4
police,2018-19,police__null__district police__inter-state international border affairs,2055__0__109__469,160.19,300.94,333.94,324.64,level_4
police,2019-20,police__null__district police__inter-state international border affairs,2055__0__109__469,195.68,324.64,324.64,377.61,level_4
police,2020-21,police__null__district police__inter-state international border affairs,2055__0__109__469,238.01,377.61,387.8,290.78000000000003,level_4
police,2021-22,police__null__district police__inter-state international border affairs,2055__0__109__469,247.06,290.78000000000003,320.67,305.69,level_4
police,2018-19,police__null__district police__raising of additional platoons,2055__0__109__472,1911.49,3048.25,3373.25,4204.92,level_4
police,2019-20,police__null__district police__raising of additional platoons,2055__0__109__472,2575.26,4204.92,4205.92,4962.99,level_4
police,2020-21,police__null__district police__raising of additional platoons,2055__0__109__472,2707.83,4962.99,4962.99,3221.1,level_4
police,2021-22,police__null__district police__raising of additional platoons,2055__0__109__472,2835.92,3221.1,3278.1,3623.75,level_4
police,2018-19,police__null__district police__checking of bangladeshi infiltration,2055__0__109__1015,6237.83,11918.65,15084.15,16042.16,level_4
police,2019-20,police__null__district police__checking of bangladeshi infiltration,2055__0__109__1015,8931.45,16042.16,16872.85,16767.260000000002,level_4
police,2020-21,police__null__district police__checking of bangladeshi infiltration,2055__0__109__1015,9489.21,16767.260000000002,16875.260000000002,11447.27,level_4
police,2021-22,police__null__district police__checking of bangladeshi infiltration,2055__0__109__1015,10136.85,11447.27,14051.830000000002,14638.58,level_4
police,2018-19,police__null__district police__general security related expenditure,2055__0__109__3191,18872.989999999998,37626.04,41484.67,25885.44,level_4
police,2019-20,police__null__district police__general security related expenditure,2055__0__109__3191,24242.420000000002,25885.44,25925.02,17100.829999999998,level_4
police,2020-21,police__null__district police__general security related expenditure,2055__0__109__3191,20210.23,17100.829999999998,19407.23,9366.92,level_4
police,2021-22,police__null__district police__general security related expenditure,2055__0__109__3191,18075.91,9366.92,17693.02,12427.8,level_4
police,2018-19,police__null__village police__village police/village defence organisation,2055__0__110__474,4087.9,6427.13,8396.93,8420.42,level_4
police,2019-20,police__null__village police__village police/village defence organisation,2055__0__110__474,4678.81,8420.42,8422.62,10210.97,level_4
police,2020-21,police__null__village police__village police/village defence organisation,2055__0__110__474,7483.22,10210.97,10324.47,9105.710000000001,level_4
police,2021-22,police__null__village police__village police/village defence organisation,2055__0__110__474,7777.99,9105.710000000001,9858.960000000001,7558.59,level_4
police,2018-19,police__null__railway police__supervising staff,2055__0__111__475,472.84000000000003,648.7,749.2,966.84,level_4
police,2019-20,police__null__railway police__supervising staff,2055__0__111__475,524.6800000000001,966.84,1091.64,1201.64,level_4
police,2020-21,police__null__railway police__supervising staff,2055__0__111__475,635.98,1201.64,1252.64,761.48,level_4
police,2021-22,police__null__railway police__supervising staff,2055__0__111__475,649.3399999999999,761.48,806.48,1185.56,level_4
police,2018-19,police__null__railway police__crime police,2055__0__111__476,1229.15,1430.1200000000001,1780.12,2180.7,level_4
police,2019-20,police__null__railway police__crime police,2055__0__111__476,1523.56,2180.7,2235.7,2227.29,level_4
police,2020-21,police__null__railway police__crime police,2055__0__111__476,1741.06,2227.29,2299.29,2010.4599999999998,level_4
police,2021-22,police__null__railway police__crime police,2055__0__111__476,1771.38,2010.4599999999998,2045.4599999999998,2376.93,level_4
police,2018-19,police__null__railway police__order police,2055__0__111__477,1134.6,1263.9,1649.9,1968.5600000000002,level_4
police,2019-20,police__null__railway police__order police,2055__0__111__477,1416.47,1968.5600000000002,2033.5600000000002,2074.51,level_4
police,2020-21,police__null__railway police__order police,2055__0__111__477,1557.6399999999999,2074.51,2145.51,1794.68,level_4
police,2021-22,police__null__railway police__order police,2055__0__111__477,1588.38,1794.68,1829.68,2158.62,level_4
police,2018-19,police__null__welfare of police personnel__police hospital,2055__0__113__478,448.58,643.7,867.7,906.3000000000001,level_4
police,2019-20,police__null__welfare of police personnel__police hospital,2055__0__113__478,460.39000000000004,906.3000000000001,917.6400000000001,970.8100000000001,level_4
police,2020-21,police__null__welfare of police personnel__police hospital,2055__0__113__478,594.22,970.8100000000001,1094.81,766.48,level_4
police,2021-22,police__null__welfare of police personnel__police hospital,2055__0__113__478,555.3299999999999,766.48,836.48,745.1800000000001,level_4
police,2018-19,police__null__wireless and computers__wireless and computer,2055__0__114__480,12923.9,16041.109999999999,19096.11,19778.55,level_4
police,2019-20,police__null__wireless and computers__wireless and computer,2055__0__114__480,15505.06,19778.55,20101.89,25099.5,level_4
police,2020-21,police__null__wireless and computers__wireless and computer,2055__0__114__480,18405.03,25099.5,26120.629999999997,22051.78,level_4
police,2021-22,police__null__wireless and computers__wireless and computer,2055__0__114__480,18525.45,22051.78,22794.16,27194.93,level_4
police,2018-19,police__null__modernisation of police force__general security related expenditure,2055__0__115__3191,511.98,6919.82,6919.82,7016.3099999999995,level_4
police,2019-20,police__null__modernisation of police force__general security related expenditure,2055__0__115__3191,2651.34,7016.3099999999995,7016.3099999999995,7514.85,level_4
police,2020-21,police__null__modernisation of police force__general security related expenditure,2055__0__115__3191,1883.42,7514.85,7660.8,2950.7,level_4
police,2021-22,police__null__modernisation of police force__general security related expenditure,2055__0__115__3191,1086.74,2950.7,3456.2599999999998,3572.86,level_4
police,2018-19,police__null__other expenditure__relief operation in connection with disturbances,2055__0__800__482,17419.99,22869.22,28141.02,29097.14,level_4
police,2019-20,police__null__other expenditure__relief operation in connection with disturbances,2055__0__800__482,21183.66,29097.14,29440.84,32392.02,level_4
police,2020-21,police__null__other expenditure__relief operation in connection with disturbances,2055__0__800__482,23614.579999999998,32392.02,33289.62,28593.54,level_4
police,2021-22,police__null__other expenditure__relief operation in connection with disturbances,2055__0__800__482,25154.76,28593.54,29423.54,28187.76,level_4
police,2018-19,police__null__other expenditure__new indian reserve battalions,2055__0__800__483,24573.71,55105.33,58206.33,42475.46,level_4
police,2019-20,police__null__other expenditure__new indian reserve battalions,2055__0__800__483,29842.539999999997,42475.46,42783.46,51870.56,level_4
police,2020-21,police__null__other expenditure__new indian reserve battalions,2055__0__800__483,33086.43,51870.56,52270.56,42598.19,level_4
police,2021-22,police__null__other expenditure__new indian reserve battalions,2055__0__800__483,37177.880000000005,42598.19,42748.19,41666.27,level_4
police,2018-19,police__null__other expenditure__special task force,2055__0__800__484,364.12,563.12,564.12,617.78,level_4
police,2019-20,police__null__other expenditure__special task force,2055__0__800__484,469.82,617.78,656.78,733.61,level_4
police,2020-21,police__null__other expenditure__special task force,2055__0__800__484,491.05,733.61,792.71,562.88,level_4
police,2021-22,police__null__other expenditure__special task force,2055__0__800__484,450.38,562.88,591.88,623.21,level_4
police,2018-19,police__null__education and training__training of ips probationers,2055__0__3__438,0.12,217.2,217.2,80,level_4
police,2019-20,police__null__education and training__training of ips probationers,2055__0__3__438,103.38,80,112.81,40,level_4
police,2020-21,police__null__education and training__training of ips probationers,2055__0__3__438,80,40,40,18.6,level_4
police,2021-22,police__null__education and training__training of ips probationers,2055__0__3__438,0,18.6,32.81,15.53,level_4
police,2018-19,police__null__criminal investigation and vigilance__narcotic cell,2055__0__101__4462,0,12.81,12.81,3.3000000000000003,level_4
police,2019-20,police__null__criminal investigation and vigilance__narcotic cell,2055__0__101__4462,0,3.3000000000000003,8.2,34.010000000000005,level_4
police,2020-21,police__null__criminal investigation and vigilance__narcotic cell,2055__0__101__4462,0,34.010000000000005,34.010000000000005,1012.75,level_4
police,2021-22,police__null__criminal investigation and vigilance__narcotic cell,2055__0__101__4462,0,1012.75,1012.75,21.53,level_4
police,2018-19,police__null__district police__police guard for supply check gates,2055__0__109__473,17.14,33.81,33.81,39.91,level_4
police,2019-20,police__null__district police__police guard for supply check gates,2055__0__109__473,24,39.91,42.71,34.39,level_4
police,2020-21,police__null__district police__police guard for supply check gates,2055__0__109__473,26.32,34.39,36.99,32.9,level_4
police,2021-22,police__null__district police__police guard for supply check gates,2055__0__109__473,28.97,32.9,37.9,37.52,level_4
police,2018-19,police__null__welfare of police personnel__assistance to police athletic club,2055__0__113__1797,3.6,8.5,8.5,0,level_4
police,2019-20,police__null__welfare of police personnel__assistance to police athletic club,2055__0__113__1797,0,0,0.01,1,level_4
police,2020-21,police__null__welfare of police personnel__assistance to police athletic club,2055__0__113__1797,0,1,1,0.93,level_4
police,2021-22,police__null__welfare of police personnel__assistance to police athletic club,2055__0__113__1797,0,0.93,0.93,0.45,level_4
police,2018-19,police__null__other expenditure__expenditure in connection with general election,2055__0__800__481,511.26,298.89,298.89,62.93,level_4
police,2019-20,police__null__other expenditure__expenditure in connection with general election,2055__0__800__481,2135.17,62.93,62.93,5000.01,level_4
police,2020-21,police__null__other expenditure__expenditure in connection with general election,2055__0__800__481,7.47,5000.01,6194.41,1395,level_4
police,2021-22,police__null__other expenditure__expenditure in connection with general election,2055__0__800__481,4849.93,1395,9395,442.27,level_4
police,2018-19,police__null__welfare of police personnel__amenities,2055__0__113__479,12.99,13.3,13.3,0,level_4
police,2019-20,police__null__welfare of police personnel__amenities,2055__0__113__479,0,0,0,2,level_4
police,2020-21,police__null__welfare of police personnel__amenities,2055__0__113__479,0,2,2,1.86,level_4
police,2021-22,police__null__welfare of police personnel__amenities,2055__0__113__479,0,1.86,1.86,0.9,level_4
police,2018-19,police__null__modernisation of police force__national scheme for modernisation of police & other forces,2055__0__115__4063,333.32,1519.5,1519.5,1470.5,level_4
police,2019-20,police__null__modernisation of police force__national scheme for modernisation of police & other forces,2055__0__115__4063,454.70000000000005,1470.5,1470.5,1733.34,level_4
police,2020-21,police__null__modernisation of police force__national scheme for modernisation of police & other forces,2055__0__115__4063,955.5899999999999,1733.34,1804.34,449.73,level_4
police,2021-22,police__null__modernisation of police force__national scheme for modernisation of police & other forces,2055__0__115__4063,611.31,449.73,770.94,1681.45,level_4
police,2018-19,police__null__criminal investigation and vigilance__anti-corruption branch,2055__0__101__444,421.18,741.645,747.645,898.26,level_4
police,2019-20,police__null__criminal investigation and vigilance__anti-corruption branch,2055__0__101__444,589.33,898.26,898.27,1035.03,level_4
police,2020-21,police__null__criminal investigation and vigilance__anti-corruption branch,2055__0__101__444,668.86,1035.03,1035.03,1006.0600000000001,level_4
police,2021-22,police__null__criminal investigation and vigilance__anti-corruption branch,2055__0__101__444,748.6,1006.0600000000001,1206.0600000000002,1100.61,level_4
police,2018-19,capital outlay on police__null__state police__forensic science laboratory,4055__0__207__1713,0,110,110,800,level_4
police,2019-20,capital outlay on police__null__state police__forensic science laboratory,4055__0__207__1713,17.81,800,800,600,level_4
police,2020-21,capital outlay on police__null__state police__forensic science laboratory,4055__0__207__1713,99.85,600,600,1615,level_4
police,2021-22,capital outlay on police__null__state police__forensic science laboratory,4055__0__207__1713,163.67,1615,1615,800,level_4
police,2018-19,capital outlay on police__null__police housing__null,4055__0__211__0,57.9,119,119,119,level_4
police,2019-20,capital outlay on police__null__police housing__null,4055__0__211__0,0,119,119,75,level_4
police,2020-21,capital outlay on police__null__police housing__null,4055__0__211__0,0,75,75,71.25,level_4
police,2021-22,capital outlay on police__null__police housing__null,4055__0__211__0,0,71.25,71.25,29.6,level_4
police,2018-19,capital outlay on police__null__state police__district police proper,4055__0__207__145,0,13963,13963,10500.04,level_4
police,2019-20,capital outlay on police__null__state police__district police proper,4055__0__207__145,15030.38,10500.04,10500.04,15000,level_4
police,2020-21,capital outlay on police__null__state police__district police proper,4055__0__207__145,10052.83,15000,15000.11,18685.59,level_4
police,2021-22,capital outlay on police__null__state police__district police proper,4055__0__207__145,1260.66,18685.59,18685.59,12000,level_4
police,2018-19,capital outlay on police__null__state police__police training,4055__0__207__435,0,25,25,600,level_4
police,2019-20,capital outlay on police__null__state police__police training,4055__0__207__435,9.98,600,600,300,level_4
police,2020-21,capital outlay on police__null__state police__police training,4055__0__207__435,0,300,300,142.5,level_4
police,2021-22,capital outlay on police__null__state police__police training,4055__0__207__435,74.66,142.5,1142.5,2197.33,level_4
police,2018-19,capital outlay on police__null__state police__bangiadeshi infiltration,4055__0__207__1015,0,739.14,739.14,0.02,level_4
police,2019-20,capital outlay on police__null__state police__bangiadeshi infiltration,4055__0__207__1015,47.13,0.02,0.02,0.01,level_4
police,2020-21,capital outlay on police__null__state police__bangiadeshi infiltration,4055__0__207__1015,0,0.01,0.01,0.01,level_4
police,2021-22,capital outlay on police__null__state police__bangiadeshi infiltration,4055__0__207__1015,0,0.01,0.01,400,level_4
police,2018-19,capital outlay on police__null__state police__wireless & computer,4055__0__207__480,0,0,38.39,500,level_4
police,2019-20,capital outlay on police__null__state police__wireless & computer,4055__0__207__480,38.39,500,500,300,level_4
police,2020-21,capital outlay on police__null__state police__wireless & computer,4055__0__207__480,3.28,300,300,0.01,level_4
police,2021-22,capital outlay on police__null__state police__wireless & computer,4055__0__207__480,0,0.01,0.01,400,level_4
police,2018-19,capital outlay on police__null__state police__special branch,4055__0__207__443,0,0,0,0.01,level_4
police,2019-20,capital outlay on police__null__state police__special branch,4055__0__207__443,0,0.01,0.01,275,level_4
police,2020-21,capital outlay on police__null__state police__special branch,4055__0__207__443,0,275,275,285.01,level_4
police,2021-22,capital outlay on police__null__state police__special branch,4055__0__207__443,0,285.01,285.01,480,level_4
police,2018-19,"capital outlay on police__null__police housing__upgration of standard of administration, award of thirteenth finance commission",4055__0__211__6341,0,0,0,2500,level_4
police,2019-20,"capital outlay on police__null__police housing__upgration of standard of administration, award of thirteenth finance commission",4055__0__211__6341,0,2500,2500,600,level_4
police,2020-21,"capital outlay on police__null__police housing__upgration of standard of administration, award of thirteenth finance commission",4055__0__211__6341,0,600,600,380,level_4
police,2021-22,"capital outlay on police__null__police housing__upgration of standard of administration, award of thirteenth finance commission",4055__0__211__6341,461.36,380,615.05,749.22,level_4
police,2018-19,capital outlay on police__null__state police__anti-corruption branch,4055__0__207__444,0,0,0,40,level_4
police,2019-20,capital outlay on police__null__state police__anti-corruption branch,4055__0__207__444,0,40,40,100,level_4
police,2020-21,capital outlay on police__null__state police__anti-corruption branch,4055__0__207__444,15.16,100,100,522.5,level_4
police,2021-22,capital outlay on police__null__state police__anti-corruption branch,4055__0__207__444,21.71,522.5,522.5,467.36,level_4
police,2018-19,police__null__forensic science__null__null,2055__0__116__0__0,556.59,1110.92,1110.92,1231.345,level_5
police,2019-20,police__null__forensic science__null__null,2055__0__116__0__0,655.96,1231.345,1231.345,1112.83,level_5
police,2020-21,police__null__forensic science__null__null,2055__0__116__0__0,726.29,1112.83,1112.83,1273.8899999999999,level_5
police,2021-22,police__null__forensic science__null__null,2055__0__116__0__0,850.33,1273.8899999999999,1285.2,1789.78,level_5
police,2018-19,"police__null__forensic science__regional forensic science laboratory, jorhat__null",2055__0__116__4825__0,29.71,102.65,102.65,97.26,level_5
police,2019-20,"police__null__forensic science__regional forensic science laboratory, jorhat__null",2055__0__116__4825__0,34.35,97.26,97.26,80.39,level_5
police,2020-21,"police__null__forensic science__regional forensic science laboratory, jorhat__null",2055__0__116__4825__0,33.64,80.39,87.61,95.07,level_5
police,2021-22,"police__null__forensic science__regional forensic science laboratory, jorhat__null",2055__0__116__4825__0,61.05,95.07,95.07,103.84,level_5
police,2018-19,police__null__direction and administration__head quarters establishment__null,2055__0__1__172__0,4824.19,5815.13,6421.87,7313.46,level_5
police,2019-20,police__null__direction and administration__head quarters establishment__null,2055__0__1__172__0,1976.1,7313.46,8430.52,6388.22,level_5
police,2020-21,police__null__direction and administration__head quarters establishment__null,2055__0__1__172__0,4221.86,6388.22,7725.99,10539.66,level_5
police,2021-22,police__null__direction and administration__head quarters establishment__null,2055__0__1__172__0,5321.72,10539.66,11114.68,10233.09,level_5
police,2018-19,police__null__direction and administration__police range__null,2055__0__1__433__0,398.88,657.46,664.46,1109.98,level_5
police,2019-20,police__null__direction and administration__police range__null,2055__0__1__433__0,620.61,1109.98,1146.18,1277.4,level_5
police,2020-21,police__null__direction and administration__police range__null,2055__0__1__433__0,709.8,1277.4,1309.44,852.9,level_5
police,2021-22,police__null__direction and administration__police range__null,2055__0__1__433__0,772.6,852.9,984.9,886.78,level_5
police,2018-19,police__null__education and training__police training college__null,2055__0__3__435__0,1068.49,1419.82,1969.82,1815.62,level_5
police,2019-20,police__null__education and training__police training college__null,2055__0__3__435__0,1271.24,1815.62,1859.71,1651.88,level_5
police,2020-21,police__null__education and training__police training college__null,2055__0__3__435__0,1178.46,1651.88,1688.88,1469.07,level_5
police,2021-22,police__null__education and training__police training college__null,2055__0__3__435__0,1256.17,1469.07,1632.07,1475.34,level_5
police,2018-19,police__null__education and training__armed police training centre__null,2055__0__3__436__0,324.58,272.71,282.71,883.13,level_5
police,2019-20,police__null__education and training__armed police training centre__null,2055__0__3__436__0,237.23999999999998,883.13,905.53,348.98,level_5
police,2020-21,police__null__education and training__armed police training centre__null,2055__0__3__436__0,275.95,348.98,373.98,372.56,level_5
police,2021-22,police__null__education and training__armed police training centre__null,2055__0__3__436__0,259.51,372.56,380.56,291.44,level_5
police,2018-19,police__null__education and training__recruits training school of assam__null,2055__0__3__437__0,431.48,538.8,840.8000000000001,762.31,level_5
police,2019-20,police__null__education and training__recruits training school of assam__null,2055__0__3__437__0,481.78,762.31,764.71,845.36,level_5
police,2020-21,police__null__education and training__recruits training school of assam__null,2055__0__3__437__0,545.1,845.36,869.36,727.3100000000001,level_5
police,2021-22,police__null__education and training__recruits training school of assam__null,2055__0__3__437__0,605.29,727.3100000000001,818.3100000000001,772.47,level_5
police,2018-19,police__null__education and training__battalion training centre__null,2055__0__3__439__0,765.75,978.35,1196.35,1499.17,level_5
police,2019-20,police__null__education and training__battalion training centre__null,2055__0__3__439__0,996.94,1499.17,1623.97,1778.24,level_5
police,2020-21,police__null__education and training__battalion training centre__null,2055__0__3__439__0,1125.84,1778.24,1804.24,1336.81,level_5
police,2021-22,police__null__education and training__battalion training centre__null,2055__0__3__439__0,1111.0900000000001,1336.81,1507.31,1382.8799999999999,level_5
police,2018-19,police__null__education and training__assam police academy (training)__null,2055__0__3__440__0,33.97,135.5,135.5,127.94,level_5
police,2019-20,police__null__education and training__assam police academy (training)__null,2055__0__3__440__0,103.78,127.94,128.94,137.41,level_5
police,2020-21,police__null__education and training__assam police academy (training)__null,2055__0__3__440__0,89.92,137.41,137.41,121.38,level_5
police,2021-22,police__null__education and training__assam police academy (training)__null,2055__0__3__440__0,80.11999999999999,121.38,121.38,98.09,level_5
police,2018-19,police__null__criminal investigation and vigilance__criminal investigation department__null,2055__0__101__442__0,2301.54,2979.62,3341.62,3095.18,level_5
police,2019-20,police__null__criminal investigation and vigilance__criminal investigation department__null,2055__0__101__442__0,2817.35,3095.18,3263.25,3650.46,level_5
police,2020-21,police__null__criminal investigation and vigilance__criminal investigation department__null,2055__0__101__442__0,3296.91,3650.46,3726.64,4331.610000000001,level_5
