budget_for,year,head_title,level_code,total_actuals,total_estimate_py,total_revised_py,total_estimate_cy,level_col,head_title_updated,level_num,min_level,display_title,category
justice,2019-20,administration of justice__null__other expenditure__translation of central laws__null__minor works,2014__0__800__312__0__14,0,2,2,2.21,level_6,administration of justice__other expenditure__translation of central laws__minor works,6,6,Administration Of Justice - Other Expenditure - Translation Of Central Laws - Minor Works,other expenditure - translation of central laws
justice,2020-21,administration of justice__null__other expenditure__translation of central laws__null__minor works,2014__0__800__312__0__14,0,2.21,2.21,4.65,level_6,administration of justice__other expenditure__translation of central laws__minor works,6,6,Administration Of Justice - Other Expenditure - Translation Of Central Laws - Minor Works,other expenditure - translation of central laws
justice,2021-22,administration of justice__null__other expenditure__translation of central laws__null__minor works,2014__0__800__312__0__14,0,4.65,4.65,0,level_6,administration of justice__other expenditure__translation of central laws__minor works,6,6,Administration Of Justice - Other Expenditure - Translation Of Central Laws - Minor Works,other expenditure - translation of central laws
justice,2018-19,taxes on vehicles__null__other expenditure__motor accident claim__null__salaries,2041__0__800__3880__0__1,503.5,811.1486,835.1486,865.5,level_6,taxes on vehicles__other expenditure__motor accident claim__salaries,6,6,Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Salaries,taxes on vehicles
justice,2019-20,taxes on vehicles__null__other expenditure__motor accident claim__null__salaries,2041__0__800__3880__0__1,608.61,865.5,897.5,869.86,level_6,taxes on vehicles__other expenditure__motor accident claim__salaries,6,6,Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Salaries,taxes on vehicles
justice,2020-21,taxes on vehicles__null__other expenditure__motor accident claim__null__salaries,2041__0__800__3880__0__1,782.27,869.86,1099.86,952.63,level_6,taxes on vehicles__other expenditure__motor accident claim__salaries,6,6,Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Salaries,taxes on vehicles
justice,2021-22,taxes on vehicles__null__other expenditure__motor accident claim__null__salaries,2041__0__800__3880__0__1,832.1,952.63,967.63,1393.09,level_6,taxes on vehicles__other expenditure__motor accident claim__salaries,6,6,Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Salaries,taxes on vehicles
justice,2018-19,taxes on vehicles__null__other expenditure__motor accident claim__null__travel expenses,2041__0__800__3880__0__3,4.5,15,15,18,level_6,taxes on vehicles__other expenditure__motor accident claim__travel expenses,6,6,Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Travel Expenses,taxes on vehicles
justice,2019-20,taxes on vehicles__null__other expenditure__motor accident claim__null__travel expenses,2041__0__800__3880__0__3,7.94,18,18,20,level_6,taxes on vehicles__other expenditure__motor accident claim__travel expenses,6,6,Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Travel Expenses,taxes on vehicles
justice,2020-21,taxes on vehicles__null__other expenditure__motor accident claim__null__travel expenses,2041__0__800__3880__0__3,4.65,20,20,23.25,level_6,taxes on vehicles__other expenditure__motor accident claim__travel expenses,6,6,Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Travel Expenses,taxes on vehicles
justice,2021-22,taxes on vehicles__null__other expenditure__motor accident claim__null__travel expenses,2041__0__800__3880__0__3,6.42,23.25,23.25,22.5,level_6,taxes on vehicles__other expenditure__motor accident claim__travel expenses,6,6,Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Travel Expenses,taxes on vehicles
justice,2018-19,taxes on vehicles__null__other expenditure__motor accident claim__null__office expenses,2041__0__800__3880__0__4,61.49,81,81,101.5,level_6,taxes on vehicles__other expenditure__motor accident claim__office expenses,6,6,Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Office Expenses,taxes on vehicles
justice,2019-20,taxes on vehicles__null__other expenditure__motor accident claim__null__office expenses,2041__0__800__3880__0__4,42.83,101.5,108.5,118.95,level_6,taxes on vehicles__other expenditure__motor accident claim__office expenses,6,6,Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Office Expenses,taxes on vehicles
justice,2020-21,taxes on vehicles__null__other expenditure__motor accident claim__null__office expenses,2041__0__800__3880__0__4,58.15,118.95,135.95,187.26000000000002,level_6,taxes on vehicles__other expenditure__motor accident claim__office expenses,6,6,Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Office Expenses,taxes on vehicles
justice,2021-22,taxes on vehicles__null__other expenditure__motor accident claim__null__office expenses,2041__0__800__3880__0__4,67.76,187.26000000000002,213.26,155.15,level_6,taxes on vehicles__other expenditure__motor accident claim__office expenses,6,6,Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Office Expenses,taxes on vehicles
justice,2018-19,taxes on vehicles__null__other expenditure__motor accident claim__null__wages,2041__0__800__3880__0__2,20.37,25,25,30,level_6,taxes on vehicles__other expenditure__motor accident claim__wages,6,6,Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Wages,taxes on vehicles
justice,2019-20,taxes on vehicles__null__other expenditure__motor accident claim__null__wages,2041__0__800__3880__0__2,19.3,30,30,30,level_6,taxes on vehicles__other expenditure__motor accident claim__wages,6,6,Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Wages,taxes on vehicles
justice,2020-21,taxes on vehicles__null__other expenditure__motor accident claim__null__wages,2041__0__800__3880__0__2,27.29,30,46,74.4,level_6,taxes on vehicles__other expenditure__motor accident claim__wages,6,6,Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Wages,taxes on vehicles
justice,2021-22,taxes on vehicles__null__other expenditure__motor accident claim__null__wages,2041__0__800__3880__0__2,27.52,74.4,74.4,80,level_6,taxes on vehicles__other expenditure__motor accident claim__wages,6,6,Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Wages,taxes on vehicles
justice,2018-19,"taxes on vehicles__null__other expenditure__motor accident claim__null__rents, rates & taxes / royalty",2041__0__800__3880__0__6,1.94,6.6,6.6,7,level_6,"taxes on vehicles__other expenditure__motor accident claim__rents, rates & taxes / royalty",6,6,"Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Rents, Rates & Taxes / Royalty",taxes on vehicles
justice,2019-20,"taxes on vehicles__null__other expenditure__motor accident claim__null__rents, rates & taxes / royalty",2041__0__800__3880__0__6,0,7,7,7,level_6,"taxes on vehicles__other expenditure__motor accident claim__rents, rates & taxes / royalty",6,6,"Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Rents, Rates & Taxes / Royalty",taxes on vehicles
justice,2020-21,"taxes on vehicles__null__other expenditure__motor accident claim__null__rents, rates & taxes / royalty",2041__0__800__3880__0__6,5.39,7,7,6.51,level_6,"taxes on vehicles__other expenditure__motor accident claim__rents, rates & taxes / royalty",6,6,"Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Rents, Rates & Taxes / Royalty",taxes on vehicles
justice,2021-22,"taxes on vehicles__null__other expenditure__motor accident claim__null__rents, rates & taxes / royalty",2041__0__800__3880__0__6,2.34,6.51,6.51,7.2,level_6,"taxes on vehicles__other expenditure__motor accident claim__rents, rates & taxes / royalty",6,6,"Taxes On Vehicles - Other Expenditure - Motor Accident Claim - Rents, Rates & Taxes / Royalty",taxes on vehicles
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__null__salaries",2230__1__101__264__0__1,47.55,92.25,92.25,92.4,level_6,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__salaries",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Guwahati - Salaries",labour and employment - industrial tribunal
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__null__salaries",2230__1__101__264__0__1,58.78,92.4,92.4,90.76,level_6,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__salaries",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Guwahati - Salaries",labour and employment - industrial tribunal
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__null__salaries",2230__1__101__264__0__1,68.98,90.76,98.76,108.31,level_6,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__salaries",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Guwahati - Salaries",labour and employment - industrial tribunal
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__null__salaries",2230__1__101__264__0__1,96.3,108.31,108.31,138.15,level_6,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__salaries",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Guwahati - Salaries",labour and employment - industrial tribunal
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__null__wages",2230__1__101__264__0__2,0.62,3,3,3.3,level_6,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__wages",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Guwahati - Wages",labour and employment - industrial tribunal
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__null__wages",2230__1__101__264__0__2,1.35,3.3,3.3,3.4,level_6,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__wages",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Guwahati - Wages",labour and employment - industrial tribunal
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__null__wages",2230__1__101__264__0__2,2.23,3.4,3.4,3.48,level_6,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__wages",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Guwahati - Wages",labour and employment - industrial tribunal
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__null__wages",2230__1__101__264__0__2,3.24,3.48,3.48,6.5,level_6,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__wages",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Guwahati - Wages",labour and employment - industrial tribunal
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__null__travel expenses",2230__1__101__264__0__3,0,1,1,1.1,level_6,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__travel expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Guwahati - Travel Expenses",labour and employment - industrial tribunal
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__null__travel expenses",2230__1__101__264__0__3,0.5,1.1,1.1,1.15,level_6,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__travel expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Guwahati - Travel Expenses",labour and employment - industrial tribunal
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__null__travel expenses",2230__1__101__264__0__3,0.03,1.15,1.15,1.17,level_6,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__travel expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Guwahati - Travel Expenses",labour and employment - industrial tribunal
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__null__travel expenses",2230__1__101__264__0__3,0.04,1.17,1.17,1.35,level_6,"labour & employment__labour__industrial relations__industrial tribunal, guwahati__travel expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Guwahati - Travel Expenses",labour and employment - industrial tribunal
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null__salaries",2230__1__101__265__0__1,57.79,65.2,65.2,69.81,level_6,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__salaries",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh - Salaries",labour and employment - industrial tribunal
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null__salaries",2230__1__101__265__0__1,62.06,69.81,69.81,52.26,level_6,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__salaries",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh - Salaries",labour and employment - industrial tribunal
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null__salaries",2230__1__101__265__0__1,56.43,52.26,80.69,73.55000000000001,level_6,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__salaries",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh - Salaries",labour and employment - industrial tribunal
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null__salaries",2230__1__101__265__0__1,69.89,73.55000000000001,73.55000000000001,82.9,level_6,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__salaries",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh - Salaries",labour and employment - industrial tribunal
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null__wages",2230__1__101__265__0__2,1.87,5.5,5.5,5.5,level_6,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__wages",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh - Wages",labour and employment - industrial tribunal
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null__wages",2230__1__101__265__0__2,2.87,5.5,5.5,5.6,level_6,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__wages",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh - Wages",labour and employment - industrial tribunal
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null__wages",2230__1__101__265__0__2,2.88,5.6,5.6,5.73,level_6,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__wages",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh - Wages",labour and employment - industrial tribunal
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null__wages",2230__1__101__265__0__2,4.14,5.73,5.73,6.5,level_6,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__wages",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh - Wages",labour and employment - industrial tribunal
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null__travel expenses",2230__1__101__265__0__3,0.96,3,3,3.5,level_6,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__travel expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh - Travel Expenses",labour and employment - industrial tribunal
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null__travel expenses",2230__1__101__265__0__3,1.37,3.5,3.5,3.6,level_6,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__travel expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh - Travel Expenses",labour and employment - industrial tribunal
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null__travel expenses",2230__1__101__265__0__3,0.95,3.6,3.6,3.68,level_6,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__travel expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh - Travel Expenses",labour and employment - industrial tribunal
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null__travel expenses",2230__1__101__265__0__3,1.23,3.68,3.68,4.05,level_6,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__travel expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh - Travel Expenses",labour and employment - industrial tribunal
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null__office expenses",2230__1__101__265__0__4,5.62,7.42,7.42,8.06,level_6,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__office expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh - Office Expenses",labour and employment - industrial tribunal
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null__office expenses",2230__1__101__265__0__4,5.69,8.06,8.06,8.76,level_6,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__office expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh - Office Expenses",labour and employment - industrial tribunal
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null__office expenses",2230__1__101__265__0__4,4.36,8.76,9.23,9.41,level_6,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__office expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh - Office Expenses",labour and employment - industrial tribunal
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__null__office expenses",2230__1__101__265__0__4,4.95,9.41,9.41,19.52,level_6,"labour & employment__labour__industrial relations__industrial tribunal, dibrugarh__office expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Dibrugarh - Office Expenses",labour and employment - industrial tribunal
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__salaries",2230__1__101__266__0__1,43.9,69.8,69.8,54.5,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__salaries",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Salaries",labour and employment - industrial tribunal
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__salaries",2230__1__101__266__0__1,54.01,54.5,64.5,70.54,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__salaries",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Salaries",labour and employment - industrial tribunal
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__salaries",2230__1__101__266__0__1,53.91,70.54,95.34,72.5,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__salaries",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Salaries",labour and employment - industrial tribunal
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__salaries",2230__1__101__266__0__1,76.18,72.5,72.5,71.5,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__salaries",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Salaries",labour and employment - industrial tribunal
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__wages",2230__1__101__266__0__2,0.54,1.89,1.89,2,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__wages",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Wages",labour and employment - industrial tribunal
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__wages",2230__1__101__266__0__2,0.78,2,2,2.21,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__wages",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Wages",labour and employment - industrial tribunal
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__wages",2230__1__101__266__0__2,1.01,2.21,2.21,2.26,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__wages",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Wages",labour and employment - industrial tribunal
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__wages",2230__1__101__266__0__2,1.08,2.26,2.26,2.26,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__wages",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Wages",labour and employment - industrial tribunal
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__travel expenses",2230__1__101__266__0__3,0.41,2,2,2,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__travel expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Travel Expenses",labour and employment - industrial tribunal
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__travel expenses",2230__1__101__266__0__3,0.67,2,2,2.02,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__travel expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Travel Expenses",labour and employment - industrial tribunal
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__travel expenses",2230__1__101__266__0__3,1.06,2.02,2.02,2.06,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__travel expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Travel Expenses",labour and employment - industrial tribunal
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__travel expenses",2230__1__101__266__0__3,0.2,2.06,2.06,1.8,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__travel expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Travel Expenses",labour and employment - industrial tribunal
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__office expenses",2230__1__101__266__0__4,5.25,1,1,1,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__office expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Office Expenses",labour and employment - industrial tribunal
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__office expenses",2230__1__101__266__0__4,1,1,3.53,3.9,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__office expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Office Expenses",labour and employment - industrial tribunal
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__office expenses",2230__1__101__266__0__4,3.53,3.9,3.9,5.2700000000000005,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__office expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Office Expenses",labour and employment - industrial tribunal
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__office expenses",2230__1__101__266__0__4,3.88,5.2700000000000005,5.2700000000000005,5.18,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__office expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Office Expenses",labour and employment - industrial tribunal
justice,2018-19,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__rents, rates & taxes / royalty",2230__1__101__266__0__6,3.58,2,2,2.2,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__rents, rates & taxes / royalty",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Rents, Rates & Taxes / Royalty",labour and employment - industrial tribunal
justice,2019-20,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__rents, rates & taxes / royalty",2230__1__101__266__0__6,1.38,2.2,2.2,2.3,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__rents, rates & taxes / royalty",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Rents, Rates & Taxes / Royalty",labour and employment - industrial tribunal
justice,2020-21,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__rents, rates & taxes / royalty",2230__1__101__266__0__6,0,2.3,2.3,0,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__rents, rates & taxes / royalty",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Rents, Rates & Taxes / Royalty",labour and employment - industrial tribunal
justice,2021-22,"labour & employment__labour__industrial relations__industrial tribunal, cachar__null__rents, rates & taxes / royalty",2230__1__101__266__0__6,0,0,0,0.01,level_6,"labour & employment__labour__industrial relations__industrial tribunal, cachar__rents, rates & taxes / royalty",6,6,"Labour & Employment - Labour - Industrial Relations - Industrial Tribunal, Cachar - Rents, Rates & Taxes / Royalty",labour and employment - industrial tribunal
justice,2018-19,"labour & employment__labour__industrial relations__labour court, guwahati__null__salaries",2230__1__101__899__0__1,56.22,116.76,116.76,85.3,level_6,"labour & employment__labour__industrial relations__labour court, guwahati__salaries",6,6,"Labour & Employment - Labour - Industrial Relations - Labour Court, Guwahati - Salaries",labour and employment - labour court
justice,2019-20,"labour & employment__labour__industrial relations__labour court, guwahati__null__salaries",2230__1__101__899__0__1,62.55,85.3,85.3,87.06,level_6,"labour & employment__labour__industrial relations__labour court, guwahati__salaries",6,6,"Labour & Employment - Labour - Industrial Relations - Labour Court, Guwahati - Salaries",labour and employment - labour court
justice,2020-21,"labour & employment__labour__industrial relations__labour court, guwahati__null__salaries",2230__1__101__899__0__1,71.67,87.06,87.89,78.08,level_6,"labour & employment__labour__industrial relations__labour court, guwahati__salaries",6,6,"Labour & Employment - Labour - Industrial Relations - Labour Court, Guwahati - Salaries",labour and employment - labour court
justice,2021-22,"labour & employment__labour__industrial relations__labour court, guwahati__null__salaries",2230__1__101__899__0__1,70.41,78.08,78.08,99.75,level_6,"labour & employment__labour__industrial relations__labour court, guwahati__salaries",6,6,"Labour & Employment - Labour - Industrial Relations - Labour Court, Guwahati - Salaries",labour and employment - labour court
justice,2018-19,"labour & employment__labour__industrial relations__labour court, guwahati__null__wages",2230__1__101__899__0__2,1.03,3,3,3.3,level_6,"labour & employment__labour__industrial relations__labour court, guwahati__wages",6,6,"Labour & Employment - Labour - Industrial Relations - Labour Court, Guwahati - Wages",labour and employment - labour court
justice,2019-20,"labour & employment__labour__industrial relations__labour court, guwahati__null__wages",2230__1__101__899__0__2,1.42,3.3,3.3,3.5,level_6,"labour & employment__labour__industrial relations__labour court, guwahati__wages",6,6,"Labour & Employment - Labour - Industrial Relations - Labour Court, Guwahati - Wages",labour and employment - labour court
justice,2020-21,"labour & employment__labour__industrial relations__labour court, guwahati__null__wages",2230__1__101__899__0__2,2.25,3.5,4.58,6.51,level_6,"labour & employment__labour__industrial relations__labour court, guwahati__wages",6,6,"Labour & Employment - Labour - Industrial Relations - Labour Court, Guwahati - Wages",labour and employment - labour court
justice,2021-22,"labour & employment__labour__industrial relations__labour court, guwahati__null__wages",2230__1__101__899__0__2,4.32,6.51,6.51,7,level_6,"labour & employment__labour__industrial relations__labour court, guwahati__wages",6,6,"Labour & Employment - Labour - Industrial Relations - Labour Court, Guwahati - Wages",labour and employment - labour court
justice,2018-19,"labour & employment__labour__industrial relations__labour court, guwahati__null__travel expenses",2230__1__101__899__0__3,2.3,3.5,3.5,4,level_6,"labour & employment__labour__industrial relations__labour court, guwahati__travel expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Labour Court, Guwahati - Travel Expenses",labour and employment - labour court
justice,2019-20,"labour & employment__labour__industrial relations__labour court, guwahati__null__travel expenses",2230__1__101__899__0__3,0.3,4,4,4.41,level_6,"labour & employment__labour__industrial relations__labour court, guwahati__travel expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Labour Court, Guwahati - Travel Expenses",labour and employment - labour court
justice,2020-21,"labour & employment__labour__industrial relations__labour court, guwahati__null__travel expenses",2230__1__101__899__0__3,1.32,4.41,4.41,4.51,level_6,"labour & employment__labour__industrial relations__labour court, guwahati__travel expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Labour Court, Guwahati - Travel Expenses",labour and employment - labour court
justice,2021-22,"labour & employment__labour__industrial relations__labour court, guwahati__null__travel expenses",2230__1__101__899__0__3,1.32,4.51,4.51,3.6,level_6,"labour & employment__labour__industrial relations__labour court, guwahati__travel expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Labour Court, Guwahati - Travel Expenses",labour and employment - labour court
justice,2018-19,"labour & employment__labour__industrial relations__labour court, guwahati__null__office expenses",2230__1__101__899__0__4,2.35,5,5,5.5,level_6,"labour & employment__labour__industrial relations__labour court, guwahati__office expenses",6,6,"Labour & Employment - Labour - Industrial Relations - Labour Court, Guwahati - Office Expenses",labour and employment - labour court
